text,BIO_anno,class
投诉，银行天天给我打电话，我想骂人,O O O O O O O O O O O O O O O O O,0
毫无头绪，都不知道从哪里开始，一身菜卡。想注销几个,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O,0
我还要倒霉，她妈的给我打电话现金分期提额，都谈好了1万分18期....结果不通过卧槽了真的见鬼了,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
此事仍未解决????银行的效率好低,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ,0
我不相信，没公积金批鼎雅。一定是楼主自己有什么幼稚的内容没说出来，就在这骗大家送人头,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,0
没必要。我有不要钱的业务员。额度还不错呢,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
对，一是点外卖便宜，二，听说美团卡，在征信上不体现，你说这多好？额外给你一笔钱，还没上征信，这不就和以前的低息的网贷一样吗？不过看来是不是所有美团都不体现，论...,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O,2
平安毋庸置疑,B-BANK I-BANK O O O O,2
你是分期付款。?,O O B-PRODUCT I-PRODUCT O O O O,2
要信用卡吗,O B-PRODUCT I-PRODUCT I-PRODUCT O,2
你多少额度,O O O B-COMMENTS_N I-COMMENTS_N,2
前段时间做了风险控制，额度减少了，就取消了，一半,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
从申请到批卡几天啊？浦发的，速度咋样,O O O O O B-PRODUCT O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O,2
额度多少，我也过了,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
你拿到卡有多久了？有2年了吗,O O O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
我也收到??是风控？,O O O O O O O O O O,2
浦发和交通是最好过的，即使征信花有网贷都能过。,B-BANK I-BANK O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O,2
不要怕，专心工作就结束了。他最多只能起诉。,O O O O O O O O O O O O O O O O O O O O O,2
这点额度也算高？？？菜卡,O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT,0
最近有水，可以推白金。我的双边公积金是126，所以还能交,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
妹的，一顿操作最后提额失败,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
这个月又有了，微信和支付宝消费19抽奖,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N,2
随享版新户才免年费，二卡首年一样掏300，返60的车主金融和车主卡不香吗，要这返30的,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
失望就注销，银行看不起人，踏马的,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,0
还有就是快充之后的积分上限是之前的还是快充之后的？,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2
6.27下的交通哪里被各行拒了…,O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ O O,2
申请进件中是啥，搞不懂,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
没有，没有临时固定，也不错了,O O O O O O O O O O O O O O,2
邮政客服说不能电话预定，我真是服了邮政客服就没有统一的答案，太坑了,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
公积金贷款，不是只有买房的时候才能申请么:L,B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2
credit卡，不就是多用吗？?又不是支付宝，省钱加量,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
楼主申请卡下去卡需要多久？,O O O O B-PRODUCT O O B-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
朋友没有，我有，信用卡额度还不错哦,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
不是有人说光大不看债吗？,O O O O O B-BANK I-BANK O O O O O,2
我鼎级秒批，飞越秒拒,O O O O O O O O O O,2
平安储蓄卡和信用卡建议你都办，活动蛮多,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ,1
建设12k,B-BANK I-BANK O O O,2
华夏二姐1k,B-BANK I-BANK O O O O,2
我记得我当时二卡也是很久才有记录。不急,O O O O O O O B-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
我不得不有一个任务，只有完成任务才能打八八折,O O O O O O O O O O O O O O O O O O O O O O,2
估计你没有更新app，把掌上生活更新下,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
结果多利白金秒拒了，今天批了多利金。,O O O O O O O B-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
这一行的加注量还是挺有节奏的???????这个不用砖头就可以,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
2. 大概率保本，我买的招行的就是,O O O O O O O O O O O O B-BANK I-BANK O O O,2
是挂了电话就提了吗？我说好了，挂了电话还没提，是失败了吗,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
所说的不显示，是美团先查你大数据，美团这关都过不了，肯定不会继续上报银行后台，所以你征信没显示,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
贫穷限制了想象力，你们都好牛,O O O O O O O O O O O O O O,2
给口袋银行APP充油卡,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
去广州激活啊，就一张良民证就得了，工作证明都唔使,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2
支付宝搜邮政银行的公众号吗？？,B-PRODUCT I-PRODUCT I-PRODUCT O B-BANK I-BANK I-BANK I-BANK O O O O O O O,2
0451还是没事，只要月均1万存款就能继续免费收款,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
平安银大白124K,B-BANK I-BANK O O O O O O O,2
负债太高，40估计是90+,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
哈哈就看看审批人员瞎不瞎,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
集卡爱好者，只申不刷，原则只要10W额度以上的卡，工行交通卡除外,O B-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT O B-BANK I-BANK B-BANK I-BANK B-PRODUCT O O,2
但平安我没有卡，因此请大家告诉我，平安野鸡在什么地方？,O B-BANK I-BANK O O O B-PRODUCT O O O O O O O O O O B-BANK I-BANK O O O O O O O O,2
平安是恶心，我听过贷款人员讲过，你这16多个里，有5个是他们赚的,B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O,0
额度较大，主动协商申请分期！这么大一笔钱你不负责,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
提固额，临额就不见了,O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
星爷。我不是在协商分期付款，而是在等电话。,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
别理他，有病,O O O O O O,0
现在还有这说法嘛？,O O O O O O O O O,2
群发，不用理他。我几个月没刷了一样收到，可能是警告,O O O O O O O O O O O O O O O O O O O O O O O O O,2
今天刚收到一笔安全无抵押贷款。如果我不敢同意，我害怕黑暗。,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
只有审批通过，不带额度的都是10000以下,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
非得打电话转人工才能激活，前两次语音助手都激活不了，也是强大了,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
卡拉卡的怎么样。推荐一个,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
这样就好，看到以柜台确认为准以为会有变化,O O O O O O O O O O O O O O O O O O O O,2
我当时二卡是随便过的，不过是菜卡。浦发的,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O,2
这样，我现在一直刷平安的，平安的积分可以冲话费,O O O O O O O O O B-BANK I-BANK O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O,2
首提半年，好像到6万，然后每4个月左右提一次，一路就到20w了，我帖子说了，前期刷卡基本上就是餐饮和住宿，因为有3倍积分，后来申请了东航精英白，就多元化了一些，每个...,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2
何为正常用？每个账单平均刷多少,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
建行信用卡不提额啊：行庆卡一万（万年不提怒销）,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2
抵白金卡年费,O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N,2
兴业搬砖好像没用,B-BANK I-BANK O O O O O O,2
两张卡单独额度吗??那我再宁波岂不是有12W多的授信？,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,2
很多，征信早花了,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O,2
在哪里查额度啊？？全能额度那里还是没有有效的卡。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT O,2
这种行应该要本地人才能下，属于地方卡，有特色的,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我也是刚才收到短信，批了，额度佛系,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
我现在就一千一千的还,O O O O O O O O O O,2
权益实在是没看出来区别，个人觉得颜白金卡面更好看。,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
活动5倍积分上限是卡额度。大白生日5倍不受此限制。,O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
我是不是该换卡种了，提额太慢了,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
6行了，我申请了工商了又,O O O O O O O O B-BANK I-BANK O O,2
必须用，没有临额使用记录不会提固额的，把临额时间设成一天，到期后一个月左右就提固额，我都这样提二次，第三次临额上个月也用了，快的话这个月提固。我一开始听别人的，...,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,2
征信有问题，付款两年后开始申请。卡?昨天刚发布的招商,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK,2
看起来你挺难抬额头的,O O O O O O O O O O,2
平安也是飞控厉害，你负债稍微高那么一丢丢，没用任何网贷，平安都能对你下手给你降额！幅度每隔个2到3月降...,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ O O O,2
存银行理财 分开存 蚂蚁财富里也有 有些是7天期的 利率低点 存取时间短 可以拿出3万存7天期的 其他存一个月这样的分开存,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
你这利息够低,O O B-COMMENTS_N I-COMMENTS_N O O,2
听说美团卡在征信上不显示，工作地，居住地都在010，现在在河北老家，如何,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
8.4w，早上七点钟批了。应该是半夜申请的原因，系统不审核,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
只要回答还行，一般都可以。一两天应该会有消息。问题不大,O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
真的很适合你，人家给了你宽大处理，但是部门逼人家接受。,O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
交通3.4%，工商3.6%，中信3.6%，建行3.85%，兴业 广发 招商3.85%等等,B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O O O O O O O,2
大家知道佛山哪里激活不会刁难呢？各位卡友？,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
取现手续费太高，还有利息，不划算给我发的1%,O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
如果特别分期是2w，你申请2.5w的金融情报基金，特别2不申请。,O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
学生就别超前消费了吧？,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
我的批了金卡,O O O O B-PRODUCT I-PRODUCT,2
不用存，我直接去网点说要办那个定制卡，大堂经理马上就去拿表格了，把身份证复印了下，填个表就可以回家等制卡了…服务还是很好的吧,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
我怕星爷。过期8个月了，我都不敢给狗狗打电话了。为什么,O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
代还？我都没事，我还发房贷,O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
线下如果没有房本，没有行驶证，没有公积金。网点的人估计还是叫你扫码申请，最多给你填个推荐人工号。,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
没错，最高就1万,O O O O O O O O,2
2.2W全部分期是吗,O O O O O O B-PRODUCT I-PRODUCT O O,2
目标5行50w，工商浦发中信邮政光大这个目标吧,O O O O O O O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O O O O O,2
那消了吧没什么意思了,O O O O O O O O O O,2
哈哈哈，看来拜仁卡不好申请,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
可以吗？怎么才能让他从新分期出来,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
救命。我也想听听.额度一直提不起来,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
交行_030k　平安_050k　光大_056k,B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O,2
比我秒拒好啊，还选了个2588888的号码飞了,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O,2
怎么提交流水？,O O O O B-COMMENTS_N I-COMMENTS_N O,2
那兴业就不用卖其他产品卡了。只能说跟兴业遥不可及,O B-BANK I-BANK O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
没必要用了，我这边优惠期已经过了！,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
几天审核完成的,O O B-COMMENTS_N I-COMMENTS_N O O O,2
不会吧，没有过两天批的么，那我是下不来这个信用卡了,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
不清楚哦，可以打招行客服电话问问,O O O O O O O O B-BANK I-BANK O O O O O O,2
想要卡片数。我只关心额度其实,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O,2
老哥那个地区，0755可以上门给你办理,O O O O O O O O O O O O O O O O O O O,2
你不是新户吧,O O O B-COMMENTS_N I-COMMENTS_N O,2
广发钻石精英、无限visa---12w,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
我有认识的021光大卡员，私信你可以吗,O O O O O O O O B-BANK I-BANK O O O O O O O O O,2
你公积金高吧！！,O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O,2
据说这个卡五万起批。。兴业的,O O O O B-PRODUCT O O O O O O B-BANK I-BANK O,2
给我打电话，10100，分3期，240手续费，从2w提到了5w6,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
还没过？太难了,O O O O O O O,0
是?支付50美分冻结账户后，我不能关闭账户?,O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O,2
审批取消。属于有金卡资格客户，达不到白金鼎雅鼎致资格。。,B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O O,2
楼主申请的是B吗，农行的？,O O O O O O O O O B-BANK I-BANK O O,2
现在那些那些机子扫码有积分啊,O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
普提赶不上，警告跑不了,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
我兴业主刷一个月40笔，全是真实消费,O B-BANK I-BANK O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
我接到电话半小时后回来，,O O O O O O O O O O O O,2
超过90天，取消?太难了,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
我在想这几张卡哪个权益好,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ,2
打了电话说明查了征信的了这个月查询不重要,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
我电审都三个小时还在审核中，是不是被拒了,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ O,2
赎回记录,B-COMMENTS_N I-COMMENTS_N O O,2
我是系统都过不了，以后都不要办信用卡了；,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
看渠道吧？我关心的是分行是否像四大行一样起决定性作用。,O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
有鼎雅还要小熊干嘛,O B-PRODUCT I-PRODUCT O O O O O O,2
之前都是隔天拒??这次接到电话了??稳吗??就问了公司电话,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
下卡五万，两天临时提到七万五,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
嗯，不要紧，这样就有戏。实话实说就好了。都在征信上体现,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O,2
机子刷的？多刷额度就会高么,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
如何谈判，急需一个标准啊，工商银行的哦,O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O,2
不要再接他的电话了，会烦死你,O O O O O O O O O O O O O O,0
理财产品的相关销售规定非常详尽，这些都是出于对投资者的保护，防止客户购买了不符合自身风险承受能力的产品，从而遭受损失。,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
等卡到了还是打客服，招行回答很细,O O O O O O O O O O B-BANK I-BANK O O O O,2
邮政储蓄会上门核实,B-BANK I-BANK I-BANK I-BANK O O O O O,2
是用什么软件查询的,O O O O O O O O O,2
哦，要不要慢慢提名额？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O,2
很抱歉告诉你，我老婆4万额度批钻卡。5万是谣言。另外，3600年费刚性，每年都刚性。,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
负债高吗？,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O,2
资料具体怎么填的？能说下吗？在线等，急,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2
这是标准答案吗？我心里好安慰,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
每次别人推荐都是低额度，我自己申请的额度还大一点,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
需要上门，到时候会短信通知，说业务经理上门，这样批的快些,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ O,2
财务经理还建议我卖卡，三个月后再线下申请，不要做。说额度也会不错的,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
这个金额有点大了，主动权已经在广发银行手里，想尽一切办法协商,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O,2
请问是先提额还是先分期啊，我的卡出了固定和临额后18天又消失了,O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O,2
我就六个月比较多,O O O O O O O O,2
我这扫了好几遍都不行。卡号名字都P上去了,O O O O O O O O O O O O O O O O O O O O,2
昨天白天我的中信储蓄卡还好好的，晚上就变成只能存不能取了，今天去了开户行带上身份证给解开了，但卡必须注销不让办理了，问了流水的事情，我告诉银行我买大象了...,O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,2
招商15天严重警告还款??封卡威胁,B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT O O,0
3000要它干啥用……注销了吧,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
第一次用卡，银行需要验证一下，没问题的！我也一样，都提了好几次额了，开心,O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
谈谈心，分个万儿八千的就行，要求不高,O O O O O O O O O O O O O O O O O O,2
是否提交就有戏？,O O O O O O O O,2
为什么不给我打，不过下个月满半年周期该提额了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
我现在也是，本金23000。降价只需要还1万，手动说,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O,2
我的也已经分阶段了，我也没提。,O O O O O O O O O O O O O O O,2
没公积金??几乎推不倒老油子:Q:Q,O O O O O O O O O O O O O O O O O O,2
能提，我鼎雅提两次了,O O O O B-PRODUCT I-PRODUCT O O O O,2
晕，不是说了“例如”吗？？打个比喻不要咬文嚼字,O O O O O O O O O O O O O O O O O O O O O O O,2
以前注销过，这个应该算首卡吧,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT O,2
不用怕，专心上班工作就完了，他查他的最多就是起诉，没什么,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
可以买一些低风险的基金，做基金定投，坚持定投，肯定会有回报的，比存余额宝强多了。,O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
